2025-08-25 18:50:57 | INFO     | database | test_connection:48 | 🧪 Testing MongoDB connection...
2025-08-25 18:50:57 | INFO     | database | test_connection:58 | ✅ MongoDB Server Version: 8.0.12
2025-08-25 18:50:57 | INFO     | database | test_connection:59 | 📊 Connected to database: DB_UMA
2025-08-25 18:50:57 | INFO     | database | test_connection:64 | 📁 Collections: summary, ip_locations, users
2025-08-25 18:50:57 | INFO     | database | get_database:14 | 🔌 Đang kết nối đến MongoDB...
2025-08-25 18:50:57 | INFO     | database | get_database:25 | ✅ Kết nối MongoDB thành công: DB_UMA
2025-08-25 18:50:57 | INFO     | database | get_database:14 | 🔌 Đang kết nối đến MongoDB...
2025-08-25 18:50:57 | INFO     | database | get_database:25 | ✅ Kết nối MongoDB thành công: DB_UMA
2025-08-25 18:50:57 | INFO     | database | get_unique_ips_in_batches:94 | 🔍 Streaming distinct IPs from collection: summary
